Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
4080.ukbb.sumstats.gz,20003_1141177600.ukbb.sumstats.gz,0.244,0.092,2.667,0.008,0.003,0.001,1.005,0.006,-0.003,0.006
4080.ukbb.sumstats.gz,20003_1141180150.ukbb.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,20003_1141181868.ukbb.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,20003_1141182632.ukbb.sumstats.gz,0.009,0.074,0.12,0.905,0.005,0.001,0.996,0.006,0.002,0.006
4080.ukbb.sumstats.gz,20003_1141188442.ukbb.sumstats.gz,-0.057,0.053,-1.058,0.29,0.007,0.001,1.014,0.007,0.032,0.006
4080.ukbb.sumstats.gz,20003_1141190158.ukbb.sumstats.gz,-0.093,0.129,-0.719,0.472,0.002,0.002,1.002,0.007,-0.01,0.007
4080.ukbb.sumstats.gz,20003_1141191044.ukbb.sumstats.gz,0.062,0.039,1.574,0.116,0.041,0.006,1.018,0.013,0.023,0.008
4080.ukbb.sumstats.gz,20003_1141192736.ukbb.sumstats.gz,0.316,0.071,4.441,8.97E-06,0.005,0.001,1.005,0.007,0.016,0.006
4080.ukbb.sumstats.gz,20003_1141193272.ukbb.sumstats.gz,-0.071,0.079,-0.903,0.367,0.003,0.001,0.987,0.006,0.007,0.006
4080.ukbb.sumstats.gz,20003_1141194794.ukbb.sumstats.gz,0.825,0.027,30.998,5.77E-211,0.03,0.003,1.022,0.009,0.135,0.01
4080.ukbb.sumstats.gz,20003_2038460150.ukbb.sumstats.gz,0.07,0.031,2.265,0.024,0.034,0.002,1.03,0.008,-0.004,0.006
4080.ukbb.sumstats.gz,2000.ukbb.sumstats.gz,-0.094,0.031,-2.997,0.003,0.065,0.003,1.016,0.01,-0.029,0.008
4080.ukbb.sumstats.gz,20015.ukbb.sumstats.gz,-0.079,0.02,-3.989,6.62E-05,0.325,0.019,1.135,0.042,-0.105,0.01
4080.ukbb.sumstats.gz,20016.ukbb.sumstats.gz,-0.125,0.023,-5.398,6.74E-08,0.239,0.011,1.042,0.01,-0.041,0.007
4080.ukbb.sumstats.gz,20018.ukbb.sumstats.gz,0.01,0.037,0.286,0.775,0.06,0.006,1.01,0.008,0.036,0.006
4080.ukbb.sumstats.gz,20022.ukbb.sumstats.gz,-0.238,0.028,-8.425,3.62E-17,0.109,0.006,1.051,0.014,-0.037,0.007
4080.ukbb.sumstats.gz,20023.ukbb.sumstats.gz,-0.006,0.025,-0.239,0.811,0.073,0.003,1.031,0.009,0.1,0.006
4080.ukbb.sumstats.gz,20107_100.ukbb.sumstats.gz,-0.603,0.049,-12.391,2.94E-35,0.015,0.002,1.023,0.007,-0.069,0.007
4080.ukbb.sumstats.gz,20107_101.ukbb.sumstats.gz,0.27,0.049,5.497,3.86E-08,0.009,0.002,1.002,0.007,0.003,0.006
4080.ukbb.sumstats.gz,20107_13.ukbb.sumstats.gz,-0.265,0.056,-4.756,1.97E-06,0.009,0.002,1.012,0.008,-0.015,0.006
4080.ukbb.sumstats.gz,20107_1.ukbb.sumstats.gz,0.262,0.031,8.379,5.34E-17,0.031,0.003,1.001,0.009,0.045,0.006
4080.ukbb.sumstats.gz,20107_3.ukbb.sumstats.gz,-0.003,0.036,-0.073,0.941,0.016,0.002,0.992,0.007,0.015,0.006
4080.ukbb.sumstats.gz,20107_6.ukbb.sumstats.gz,-0.008,0.043,-0.187,0.852,0.015,0.002,1.024,0.007,0.036,0.006
4080.ukbb.sumstats.gz,20107_8.ukbb.sumstats.gz,0.754,0.041,18.319,5.84E-75,0.019,0.002,1.014,0.007,0.033,0.008
4080.ukbb.sumstats.gz,20107_9.ukbb.sumstats.gz,0.216,0.04,5.365,8.10E-08,0.019,0.002,1.027,0.007,-0.021,0.006
4080.ukbb.sumstats.gz,2010.ukbb.sumstats.gz,0.018,0.036,0.49,0.624,0.046,0.003,0.999,0.01,-0.013,0.008
4080.ukbb.sumstats.gz,20110_100.ukbb.sumstats.gz,-0.695,0.041,-16.831,1.45E-63,0.017,0.002,1.013,0.007,-0.104,0.007
4080.ukbb.sumstats.gz,20110_101.ukbb.sumstats.gz,0.149,0.043,3.471,0.001,0.009,0.002,1,0.007,0.005,0.006
4080.ukbb.sumstats.gz,20110_10.ukbb.sumstats.gz,-0.371,0.144,-2.58,0.01,0.004,0.004,1.034,0.034,0.029,0.006
4080.ukbb.sumstats.gz,20110_1.ukbb.sumstats.gz,0.343,0.043,7.949,1.88E-15,0.016,0.002,1.011,0.007,0.073,0.007
4080.ukbb.sumstats.gz,20110_5.ukbb.sumstats.gz,-0.047,0.049,-0.966,0.334,0.009,0.002,1.007,0.008,-0.006,0.006
4080.ukbb.sumstats.gz,20110_6.ukbb.sumstats.gz,0.001,0.041,0.034,0.973,0.013,0.002,1.004,0.007,0.001,0.006
4080.ukbb.sumstats.gz,20110_8.ukbb.sumstats.gz,0.732,0.031,23.963,6.68E-127,0.03,0.002,1.018,0.008,0.067,0.008
4080.ukbb.sumstats.gz,20110_9.ukbb.sumstats.gz,0.278,0.035,7.91,2.57E-15,0.021,0.002,1.016,0.009,0.01,0.006
4080.ukbb.sumstats.gz,20111_100.ukbb.sumstats.gz,-0.624,0.028,-22.184,4.87E-109,0.036,0.003,1.014,0.008,-0.148,0.008
4080.ukbb.sumstats.gz,20111_101.ukbb.sumstats.gz,0.115,0.06,1.915,0.056,0.009,0.002,1.003,0.007,-0.03,0.006
4080.ukbb.sumstats.gz,20111_12.ukbb.sumstats.gz,-0.108,0.048,-2.237,0.025,0.014,0.002,1.004,0.006,-0.024,0.006
4080.ukbb.sumstats.gz,20111_1.ukbb.sumstats.gz,0.32,0.041,7.876,3.37E-15,0.017,0.002,1.013,0.007,0.078,0.006
4080.ukbb.sumstats.gz,20111_2.ukbb.sumstats.gz,0.34,0.101,3.371,0.001,0.004,0.002,1.008,0.006,0.041,0.006
4080.ukbb.sumstats.gz,20111_8.ukbb.sumstats.gz,0.711,0.03,23.707,3.03E-124,0.037,0.003,1.007,0.008,0.135,0.008
4080.ukbb.sumstats.gz,20111_9.ukbb.sumstats.gz,0.274,0.037,7.412,1.25E-13,0.021,0.002,1.01,0.007,0.047,0.006
4080.ukbb.sumstats.gz,20116_1.ukbb.sumstats.gz,-0.046,0.024,-1.907,0.057,0.052,0.003,1.02,0.009,0.046,0.006
4080.ukbb.sumstats.gz,20116_2.ukbb.sumstats.gz,0.001,0.033,0.039,0.969,0.052,0.003,1.014,0.009,-0.043,0.007
4080.ukbb.sumstats.gz,20117_0.ukbb.sumstats.gz,0.055,0.041,1.333,0.183,0.015,0.002,1.015,0.007,0.008,0.006
4080.ukbb.sumstats.gz,20117_1.ukbb.sumstats.gz,0.078,0.04,1.979,0.048,0.013,0.001,1.007,0.007,-0.017,0.006
4080.ukbb.sumstats.gz,20118_11.ukbb.sumstats.gz,-0.044,0.062,-0.719,0.472,0.011,0.003,2.137,0.014,0.017,0.009
4080.ukbb.sumstats.gz,20118_7.ukbb.sumstats.gz,-0.066,0.099,-0.663,0.507,0.002,0.001,1.025,0.006,-0.002,0.005
4080.ukbb.sumstats.gz,20127.ukbb.sumstats.gz,-0.033,0.031,-1.059,0.289,0.119,0.006,1.017,0.013,-0.045,0.009
4080.ukbb.sumstats.gz,2014-02-13_EAGLE_Eczema_GWAMA_CEU_fixed_without_23andMe.rsid.tab.sumstats.gz,0.001,0.05,0.011,0.991,0.074,0.017,1.022,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,20150.ukbb.sumstats.gz,-0.149,0.024,-6.301,2.95E-10,0.164,0.008,1.057,0.014,-0.178,0.009
4080.ukbb.sumstats.gz,20151.ukbb.sumstats.gz,-0.165,0.023,-7.189,6.54E-13,0.19,0.009,1.081,0.017,-0.178,0.009
4080.ukbb.sumstats.gz,20152.ukbb.sumstats.gz,0.073,0.066,1.092,0.275,0.014,0.002,1.008,0.007,0.015,0.008
4080.ukbb.sumstats.gz,20153.ukbb.sumstats.gz,-0.141,0.027,-5.126,2.96E-07,0.174,0.014,1.038,0.012,-0.158,0.008
4080.ukbb.sumstats.gz,20154.ukbb.sumstats.gz,-0.092,0.027,-3.394,0.001,0.206,0.012,1.031,0.011,-0.035,0.007
4080.ukbb.sumstats.gz,20160.ukbb.sumstats.gz,-0.112,0.024,-4.666,3.08E-06,0.075,0.003,1.022,0.01,0.001,0.007
4080.ukbb.sumstats.gz,20161.ukbb.sumstats.gz,0.163,0.032,5.162,2.44E-07,0.111,0.01,1.015,0.009,0.034,0.007
4080.ukbb.sumstats.gz,20162.ukbb.sumstats.gz,0.164,0.031,5.352,8.68E-08,0.128,0.011,1.014,0.009,-0.005,0.007
4080.ukbb.sumstats.gz,2020.ukbb.sumstats.gz,-0.066,0.03,-2.181,0.029,0.038,0.002,1.023,0.008,-0.048,0.007
4080.ukbb.sumstats.gz,2030.ukbb.sumstats.gz,-0.146,0.029,-4.947,7.53E-07,0.052,0.003,1.006,0.009,-0.047,0.008
4080.ukbb.sumstats.gz,2040.ukbb.sumstats.gz,-0.167,0.031,-5.476,4.35E-08,0.056,0.003,1.004,0.009,-0.057,0.008
4080.ukbb.sumstats.gz,2050.ukbb.sumstats.gz,-0.031,0.033,-0.932,0.352,0.042,0.003,1.012,0.008,-0.063,0.007
4080.ukbb.sumstats.gz,2060.ukbb.sumstats.gz,0.001,0.031,0.023,0.981,0.039,0.003,1.016,0.009,-0.045,0.007
4080.ukbb.sumstats.gz,2070.ukbb.sumstats.gz,-0.037,0.031,-1.163,0.245,0.044,0.003,1.014,0.009,-0.053,0.007
4080.ukbb.sumstats.gz,2080.ukbb.sumstats.gz,0.027,0.026,1.021,0.307,0.06,0.003,1.024,0.009,-0.066,0.007
4080.ukbb.sumstats.gz,2090.ukbb.sumstats.gz,-0.031,0.027,-1.161,0.246,0.062,0.003,1.013,0.009,-0.047,0.007
4080.ukbb.sumstats.gz,21001.ukbb.sumstats.gz,0.165,0.02,8.186,2.71E-16,0.248,0.009,1.074,0.019,0.21,0.01
4080.ukbb.sumstats.gz,21002.ukbb.sumstats.gz,0.068,0.021,3.166,0.002,0.267,0.011,1.084,0.022,0.135,0.009
4080.ukbb.sumstats.gz,2100.ukbb.sumstats.gz,-0.077,0.03,-2.596,0.009,0.032,0.002,1.002,0.008,-0.043,0.006
4080.ukbb.sumstats.gz,21021.ukbb.sumstats.gz,0.137,0.044,3.123,0.002,0.039,0.005,1.008,0.007,0.078,0.007
4080.ukbb.sumstats.gz,2178.ukbb.sumstats.gz,0.245,0.023,10.511,7.71E-26,0.1,0.003,1.063,0.011,0.052,0.008
4080.ukbb.sumstats.gz,2188.ukbb.sumstats.gz,0.235,0.023,10.381,3.01E-25,0.051,0.003,1.028,0.009,0.027,0.007
4080.ukbb.sumstats.gz,2207.ukbb.sumstats.gz,0.026,0.044,0.586,0.558,0.016,0.002,1.001,0.007,0.088,0.006
4080.ukbb.sumstats.gz,22126.ukbb.sumstats.gz,0.005,0.036,0.141,0.888,0.081,0.01,1.009,0.008,-0.024,0.006
4080.ukbb.sumstats.gz,22127.ukbb.sumstats.gz,0.051,0.041,1.26,0.208,0.073,0.011,0.998,0.008,-0.011,0.006
4080.ukbb.sumstats.gz,2227.ukbb.sumstats.gz,0.036,0.049,0.738,0.461,0.009,0.001,1.025,0.007,0.013,0.006
4080.ukbb.sumstats.gz,2247_1.ukbb.sumstats.gz,-0.038,0.027,-1.413,0.158,0.042,0.002,1.015,0.009,0.029,0.006
4080.ukbb.sumstats.gz,22502.ukbb.sumstats.gz,0.019,0.051,0.376,0.707,0.048,0.006,0.999,0.007,0.025,0.006
4080.ukbb.sumstats.gz,22504.ukbb.sumstats.gz,0.051,0.058,0.894,0.371,0.027,0.006,1.008,0.007,0.012,0.006
4080.ukbb.sumstats.gz,22506_113.ukbb.sumstats.gz,-0.057,0.046,-1.26,0.208,0.076,0.008,1.009,0.008,0.021,0.007
4080.ukbb.sumstats.gz,2257.ukbb.sumstats.gz,-0.063,0.025,-2.544,0.011,0.052,0.003,1.019,0.009,0.007,0.007
4080.ukbb.sumstats.gz,2296.ukbb.sumstats.gz,0,0.027,0.011,0.991,0.033,0.002,1.004,0.008,0.014,0.006
4080.ukbb.sumstats.gz,2306.ukbb.sumstats.gz,-0.068,0.046,-1.485,0.138,0.008,0.001,1.023,0.006,0.048,0.006
4080.ukbb.sumstats.gz,23099.ukbb.sumstats.gz,0.172,0.02,8.771,1.78E-18,0.218,0.007,1.082,0.018,0.209,0.009
4080.ukbb.sumstats.gz,23100.ukbb.sumstats.gz,0.136,0.02,6.819,9.17E-12,0.236,0.009,1.073,0.018,0.186,0.009
4080.ukbb.sumstats.gz,23101.ukbb.sumstats.gz,-0.028,0.024,-1.174,0.241,0.291,0.014,1.128,0.03,0.021,0.01
4080.ukbb.sumstats.gz,23102.ukbb.sumstats.gz,-0.027,0.024,-1.143,0.253,0.291,0.014,1.128,0.03,0.023,0.01
4080.ukbb.sumstats.gz,23105.ukbb.sumstats.gz,-0.002,0.023,-0.088,0.93,0.287,0.013,1.115,0.028,0.039,0.01
4080.ukbb.sumstats.gz,23106.ukbb.sumstats.gz,-0.044,0.024,-1.871,0.061,0.258,0.01,1.091,0.022,-0.123,0.011
4080.ukbb.sumstats.gz,23107.ukbb.sumstats.gz,-0.02,0.024,-0.843,0.399,0.24,0.01,1.093,0.022,-0.073,0.01
4080.ukbb.sumstats.gz,23108.ukbb.sumstats.gz,-0.021,0.024,-0.89,0.373,0.241,0.01,1.083,0.022,-0.072,0.01
4080.ukbb.sumstats.gz,23109.ukbb.sumstats.gz,-0.059,0.023,-2.518,0.012,0.237,0.008,1.082,0.022,-0.133,0.01
4080.ukbb.sumstats.gz,23110.ukbb.sumstats.gz,-0.059,0.023,-2.542,0.011,0.233,0.008,1.098,0.021,-0.143,0.011
4080.ukbb.sumstats.gz,23111.ukbb.sumstats.gz,0.196,0.02,9.996,1.59E-23,0.209,0.007,1.081,0.016,0.242,0.009
4080.ukbb.sumstats.gz,23112.ukbb.sumstats.gz,0.149,0.02,7.465,8.36E-14,0.232,0.008,1.07,0.018,0.198,0.009
4080.ukbb.sumstats.gz,23113.ukbb.sumstats.gz,-0.01,0.024,-0.407,0.684,0.267,0.012,1.112,0.026,-0.001,0.01
4080.ukbb.sumstats.gz,23114.ukbb.sumstats.gz,-0.01,0.023,-0.426,0.67,0.266,0.012,1.111,0.026,-0.001,0.01
4080.ukbb.sumstats.gz,23115.ukbb.sumstats.gz,0.193,0.02,9.855,6.49E-23,0.209,0.007,1.083,0.016,0.246,0.009
4080.ukbb.sumstats.gz,23116.ukbb.sumstats.gz,0.147,0.02,7.373,1.67E-13,0.233,0.008,1.07,0.018,0.201,0.009
4080.ukbb.sumstats.gz,23117.ukbb.sumstats.gz,0.001,0.023,0.054,0.957,0.269,0.012,1.105,0.026,0.013,0.01
4080.ukbb.sumstats.gz,23118.ukbb.sumstats.gz,0.001,0.023,0.061,0.951,0.268,0.012,1.104,0.025,0.013,0.01
4080.ukbb.sumstats.gz,23119.ukbb.sumstats.gz,0.177,0.02,8.865,7.66E-19,0.216,0.008,1.079,0.018,0.186,0.009
4080.ukbb.sumstats.gz,23120.ukbb.sumstats.gz,0.141,0.02,6.922,4.44E-12,0.232,0.009,1.07,0.018,0.174,0.009
4080.ukbb.sumstats.gz,23121.ukbb.sumstats.gz,-0.008,0.023,-0.332,0.74,0.268,0.012,1.103,0.027,0.057,0.009
4080.ukbb.sumstats.gz,23122.ukbb.sumstats.gz,-0.008,0.023,-0.348,0.728,0.267,0.012,1.104,0.027,0.058,0.009
4080.ukbb.sumstats.gz,23123.ukbb.sumstats.gz,0.176,0.02,8.921,4.63E-19,0.22,0.008,1.074,0.018,0.177,0.009
4080.ukbb.sumstats.gz,23124.ukbb.sumstats.gz,0.139,0.02,6.91,4.86E-12,0.233,0.009,1.067,0.018,0.171,0.009
4080.ukbb.sumstats.gz,23125.ukbb.sumstats.gz,0.001,0.023,0.032,0.974,0.267,0.012,1.109,0.026,0.078,0.009
4080.ukbb.sumstats.gz,23126.ukbb.sumstats.gz,0.003,0.023,0.116,0.908,0.266,0.012,1.111,0.027,0.076,0.009
4080.ukbb.sumstats.gz,23127.ukbb.sumstats.gz,0.153,0.02,7.714,1.22E-14,0.208,0.007,1.083,0.018,0.185,0.009
4080.ukbb.sumstats.gz,23128.ukbb.sumstats.gz,0.119,0.02,6.014,1.82E-09,0.233,0.009,1.077,0.019,0.174,0.009
4080.ukbb.sumstats.gz,23129.ukbb.sumstats.gz,-0.05,0.024,-2.093,0.036,0.289,0.014,1.136,0.031,0.018,0.01
4080.ukbb.sumstats.gz,23130.ukbb.sumstats.gz,-0.05,0.024,-2.094,0.036,0.288,0.014,1.136,0.031,0.017,0.01
4080.ukbb.sumstats.gz,2316.ukbb.sumstats.gz,0.083,0.027,3.029,0.002,0.06,0.003,1.032,0.01,0.021,0.007
4080.ukbb.sumstats.gz,2335.ukbb.sumstats.gz,0.126,0.029,4.281,1.86E-05,0.033,0.002,1.017,0.008,-0.026,0.007
4080.ukbb.sumstats.gz,2345.ukbb.sumstats.gz,-0.155,0.045,-3.426,0.001,0.013,0.002,1.02,0.007,0.082,0.006
4080.ukbb.sumstats.gz,2355.ukbb.sumstats.gz,-0.133,0.088,-1.518,0.129,0.012,0.006,1.011,0.006,-0.028,0.006
4080.ukbb.sumstats.gz,2365.ukbb.sumstats.gz,-0.189,0.038,-4.977,6.45E-07,0.036,0.004,1.001,0.008,0.018,0.006
4080.ukbb.sumstats.gz,2375.ukbb.sumstats.gz,-0.107,0.027,-3.947,7.93E-05,0.123,0.008,1.047,0.015,-0.026,0.007
4080.ukbb.sumstats.gz,2385.ukbb.sumstats.gz,-0.132,0.03,-4.342,1.41E-05,0.072,0.005,1.011,0.008,-0.022,0.006
4080.ukbb.sumstats.gz,2395_2.ukbb.sumstats.gz,0.002,0.033,0.047,0.962,0.052,0.007,1.035,0.013,-0.026,0.006
4080.ukbb.sumstats.gz,2395_3.ukbb.sumstats.gz,-0.001,0.033,-0.033,0.974,0.055,0.014,1.021,0.019,0.019,0.007
4080.ukbb.sumstats.gz,2395_4.ukbb.sumstats.gz,0,0.026,0.004,0.997,0.167,0.02,1.099,0.024,0.04,0.007
4080.ukbb.sumstats.gz,2405.ukbb.sumstats.gz,-0.023,0.043,-0.539,0.59,0.032,0.004,1.011,0.007,0.025,0.007
4080.ukbb.sumstats.gz,2415.ukbb.sumstats.gz,-0.059,0.045,-1.3,0.194,0.025,0.004,1.005,0.007,-0.008,0.006
4080.ukbb.sumstats.gz,2443.ukbb.sumstats.gz,0.283,0.025,11.331,9.18E-30,0.045,0.003,1.041,0.01,0.031,0.007
4080.ukbb.sumstats.gz,2453.ukbb.sumstats.gz,-0.069,0.058,-1.179,0.239,0.007,0.002,1.01,0.007,0.036,0.006
4080.ukbb.sumstats.gz,2463.ukbb.sumstats.gz,-0.082,0.037,-2.253,0.024,0.019,0.002,1.008,0.007,0.009,0.006
4080.ukbb.sumstats.gz,2473.ukbb.sumstats.gz,0.003,0.032,0.094,0.925,0.026,0.002,1.011,0.007,0.001,0.006
4080.ukbb.sumstats.gz,2492.ukbb.sumstats.gz,0.213,0.025,8.512,1.71E-17,0.044,0.002,1.016,0.008,0.037,0.007
4080.ukbb.sumstats.gz,2624.ukbb.sumstats.gz,0.09,0.052,1.732,0.083,0.02,0.004,1.01,0.006,0.017,0.006
4080.ukbb.sumstats.gz,2634.ukbb.sumstats.gz,0.033,0.043,0.762,0.446,0.033,0.004,1.008,0.007,-0.012,0.006
4080.ukbb.sumstats.gz,2644.ukbb.sumstats.gz,-7.95E-05,0.035,-0.002,0.998,0.077,0.007,1.005,0.007,0.014,0.006
4080.ukbb.sumstats.gz,2664_3.ukbb.sumstats.gz,-0.032,0.036,-0.899,0.369,0.047,0.005,0.996,0.007,0.036,0.006
4080.ukbb.sumstats.gz,2714.ukbb.sumstats.gz,-0.098,0.02,-4.888,1.02E-06,0.21,0.011,1.004,0.013,-0.028,0.007
4080.ukbb.sumstats.gz,2724.ukbb.sumstats.gz,-0.038,0.056,-0.683,0.494,0.02,0.004,1.005,0.007,0.201,0.006
4080.ukbb.sumstats.gz,2734.ukbb.sumstats.gz,-0.002,0.028,-0.081,0.935,0.061,0.004,1.008,0.008,0.037,0.006
4080.ukbb.sumstats.gz,2744.ukbb.sumstats.gz,-0.272,0.03,-8.952,3.48E-19,0.109,0.006,1.024,0.01,-0.035,0.007
4080.ukbb.sumstats.gz,2754.ukbb.sumstats.gz,-0.208,0.027,-7.805,5.96E-15,0.167,0.007,1.047,0.009,-0.067,0.007
4080.ukbb.sumstats.gz,2764.ukbb.sumstats.gz,-0.24,0.033,-7.348,2.01E-13,0.089,0.006,1.016,0.008,-0.063,0.007
4080.ukbb.sumstats.gz,2774.ukbb.sumstats.gz,-0.109,0.054,-2.012,0.044,0.02,0.003,0.996,0.008,-0.041,0.007
4080.ukbb.sumstats.gz,2784.ukbb.sumstats.gz,-0.142,0.045,-3.172,0.002,0.019,0.003,1.012,0.007,-0.088,0.006
4080.ukbb.sumstats.gz,2794.ukbb.sumstats.gz,-0.067,0.036,-1.876,0.061,0.049,0.004,1.015,0.007,0.153,0.006
4080.ukbb.sumstats.gz,2814.ukbb.sumstats.gz,0.018,0.034,0.535,0.592,0.041,0.003,1,0.007,0.099,0.006
4080.ukbb.sumstats.gz,2834.ukbb.sumstats.gz,0.183,0.046,3.989,6.64E-05,0.021,0.003,1.011,0.007,0.04,0.006
4080.ukbb.sumstats.gz,2844.ukbb.sumstats.gz,0.013,0.046,0.287,0.774,0.03,0.003,1.01,0.007,0.013,0.007
4080.ukbb.sumstats.gz,2877_3.ukbb.sumstats.gz,-0.037,0.079,-0.469,0.639,0.012,0.005,1,0.006,0,0.006
4080.ukbb.sumstats.gz,2887.ukbb.sumstats.gz,0.155,0.034,4.508,6.54E-06,0.101,0.014,1.001,0.009,0.015,0.006
4080.ukbb.sumstats.gz,2907.ukbb.sumstats.gz,0.023,0.059,0.393,0.694,0.02,0.006,1.001,0.007,-0.006,0.006
4080.ukbb.sumstats.gz,2926.ukbb.sumstats.gz,-0.032,0.048,-0.67,0.503,0.054,0.009,1.004,0.008,-0.019,0.006
4080.ukbb.sumstats.gz,2986.ukbb.sumstats.gz,-0.157,0.073,-2.16,0.031,0.232,0.088,1.01,0.009,-0.019,0.007
4080.ukbb.sumstats.gz,3005.ukbb.sumstats.gz,0.078,0.068,1.138,0.255,0.049,0.015,0.994,0.007,0.019,0.006
4080.ukbb.sumstats.gz,30510.ukbb.sumstats.gz,-0.02,0.027,-0.739,0.46,0.066,0.003,1.018,0.009,-0.055,0.007
4080.ukbb.sumstats.gz,30520.ukbb.sumstats.gz,-0.136,0.031,-4.438,9.07E-06,0.044,0.003,1.015,0.009,-0.057,0.007
4080.ukbb.sumstats.gz,30530.ukbb.sumstats.gz,0.058,0.026,2.195,0.028,0.072,0.003,1.028,0.01,0.053,0.007
4080.ukbb.sumstats.gz,3062.ukbb.sumstats.gz,-0.16,0.022,-7.17,7.50E-13,0.172,0.008,1.094,0.017,-0.187,0.008
4080.ukbb.sumstats.gz,3063.ukbb.sumstats.gz,-0.144,0.023,-6.19,6.01E-10,0.149,0.007,1.064,0.014,-0.188,0.008
4080.ukbb.sumstats.gz,3064.ukbb.sumstats.gz,-0.08,0.029,-2.81,0.005,0.091,0.005,1.053,0.012,-0.123,0.008
4080.ukbb.sumstats.gz,3090.ukbb.sumstats.gz,-0.017,0.07,-0.248,0.804,0.004,0.002,1.002,0.006,0.02,0.006
4080.ukbb.sumstats.gz,3393.ukbb.sumstats.gz,0.043,0.048,0.882,0.378,0.017,0.003,1.005,0.007,0.032,0.006
4080.ukbb.sumstats.gz,3404.ukbb.sumstats.gz,-0.123,0.072,-1.71,0.087,0.021,0.006,1.008,0.007,0.013,0.006
4080.ukbb.sumstats.gz,3456.ukbb.sumstats.gz,0.07,0.056,1.262,0.207,0.103,0.025,1.001,0.007,0.013,0.006
4080.ukbb.sumstats.gz,3466.ukbb.sumstats.gz,-0.22,0.067,-3.292,0.001,0.085,0.025,1.016,0.008,-0.008,0.006
4080.ukbb.sumstats.gz,3476.ukbb.sumstats.gz,0.059,0.055,1.076,0.282,0.11,0.022,0.99,0.007,0.01,0.006
4080.ukbb.sumstats.gz,3526.ukbb.sumstats.gz,-0.402,0.043,-9.315,1.22E-20,0.024,0.003,1.03,0.008,0.029,0.007
4080.ukbb.sumstats.gz,3571.ukbb.sumstats.gz,0.062,0.052,1.203,0.229,0.041,0.006,0.992,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,3591.ukbb.sumstats.gz,0.131,0.051,2.555,0.011,0.022,0.003,1.005,0.008,0.062,0.006
4080.ukbb.sumstats.gz,3606.ukbb.sumstats.gz,0.18,0.047,3.833,0,0.075,0.01,1.009,0.007,0.007,0.007
4080.ukbb.sumstats.gz,3637.ukbb.sumstats.gz,0.019,0.047,0.398,0.691,0.022,0.003,0.998,0.006,0.004,0.006
4080.ukbb.sumstats.gz,3647.ukbb.sumstats.gz,0.209,0.05,4.141,3.45E-05,0.019,0.003,1.009,0.007,0.01,0.006
4080.ukbb.sumstats.gz,3710.ukbb.sumstats.gz,0.047,0.046,1.009,0.313,0.104,0.02,0.999,0.007,0.001,0.005
4080.ukbb.sumstats.gz,3731.ukbb.sumstats.gz,0.029,0.05,0.58,0.562,0.123,0.021,0.997,0.006,-0.015,0.006
4080.ukbb.sumstats.gz,3773.ukbb.sumstats.gz,-0.017,0.06,-0.285,0.776,0.027,0.007,1.001,0.007,0.012,0.006
4080.ukbb.sumstats.gz,3799.ukbb.sumstats.gz,-0.101,0.043,-2.347,0.019,0.055,0.007,1.008,0.006,-0.004,0.005
4080.ukbb.sumstats.gz,3849.ukbb.sumstats.gz,-0.063,0.05,-1.253,0.21,0.061,0.01,1.007,0.007,-0.051,0.007
4080.ukbb.sumstats.gz,399.ukbb.sumstats.gz,-0.019,0.025,-0.753,0.451,0.055,0.003,1.004,0.009,0.062,0.007
4080.ukbb.sumstats.gz,40001_E854.ukbb.sumstats.gz,-0.148,0.138,-1.072,0.284,0.055,0.06,1,0.007,0.009,0.006
4080.ukbb.sumstats.gz,40001_J841.ukbb.sumstats.gz,0.18,0.126,1.428,0.153,0.097,0.064,0.994,0.007,-0.016,0.006
4080.ukbb.sumstats.gz,4079.ukbb.sumstats.gz,0.653,0.019,34.463,2.89E-260,0.137,0.006,1.065,0.016,0.749,0.012
4080.ukbb.sumstats.gz,4080.ukbb.sumstats.gz,1,1.52E-07,6574497.95,0,0.128,0.006,1.066,0.015,1.066,0.015
4080.ukbb.sumstats.gz,4106.ukbb.sumstats.gz,0.056,0.035,1.603,0.109,0.3,0.034,1.032,0.021,-0.002,0.01
4080.ukbb.sumstats.gz,4125.ukbb.sumstats.gz,0.057,0.035,1.613,0.107,0.302,0.035,1.031,0.022,-0.007,0.009
4080.ukbb.sumstats.gz,4194.ukbb.sumstats.gz,0.007,0.026,0.278,0.781,0.135,0.014,1.026,0.015,0.037,0.007
4080.ukbb.sumstats.gz,4195.ukbb.sumstats.gz,-0.039,0.042,-0.929,0.353,0.055,0.005,1.008,0.007,-0.015,0.007
4080.ukbb.sumstats.gz,4196.ukbb.sumstats.gz,-0.194,0.042,-4.562,5.07E-06,0.04,0.005,1.01,0.007,-0.085,0.007
4080.ukbb.sumstats.gz,4501.ukbb.sumstats.gz,0.319,0.067,4.765,1.89E-06,0.018,0.005,0.995,0.007,0.03,0.005
