Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
cad.add.160614.website.txt.tab.sumstats.gz,20003_1140911730.ukbb.sumstats.gz,0.117,0.086,1.353,0.176,0.004,0.001,0.987,0.006,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1140916282.ukbb.sumstats.gz,-0.092,0.105,-0.872,0.383,0.004,0.001,0.994,0.006,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1140916356.ukbb.sumstats.gz,0.447,0.068,6.616,3.70E-11,0.009,0.002,0.987,0.008,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1140916682.ukbb.sumstats.gz,0.127,0.11,1.154,0.249,0.002,0.001,0.998,0.006,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,20003_1140921600.ukbb.sumstats.gz,0.17,0.08,2.13,0.033,0.006,0.002,0.999,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1140922174.ukbb.sumstats.gz,-0.063,0.054,-1.152,0.249,0.01,0.002,0.987,0.007,-0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,20003_1140923346.ukbb.sumstats.gz,0.285,0.061,4.68,2.88E-06,0.01,0.001,1.014,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1140923402.ukbb.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141145896.ukbb.sumstats.gz,0.093,0.137,0.676,0.499,0.002,0.001,0.991,0.006,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141146198.ukbb.sumstats.gz,-0.004,0.064,-0.06,0.952,0.007,0.001,0.996,0.007,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141146234.ukbb.sumstats.gz,0.764,0.07,10.98,4.79E-28,0.013,0.002,1.025,0.009,0.01,0.006
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141156836.ukbb.sumstats.gz,0.382,0.088,4.318,1.57E-05,0.007,0.001,0.998,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141157264.ukbb.sumstats.gz,0.172,0.098,1.75,0.08,0.003,0.001,0.997,0.006,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141164828.ukbb.sumstats.gz,-0.184,0.09,-2.031,0.042,0.004,0.001,0.995,0.006,0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141168318.ukbb.sumstats.gz,0.962,0.176,5.452,4.98E-08,0.004,0.001,1.006,0.007,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141172436.ukbb.sumstats.gz,0.046,0.12,0.383,0.702,0.002,0.001,1,0.006,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141174520.ukbb.sumstats.gz,0.137,0.118,1.161,0.245,0.004,0.001,1.005,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141176832.ukbb.sumstats.gz,0.066,0.063,1.041,0.298,0.012,0.002,0.993,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141177600.ukbb.sumstats.gz,0.273,0.114,2.402,0.016,0.003,0.001,1.005,0.006,0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141180150.ukbb.sumstats.gz,-0.081,0.282,-0.287,0.774,0.001,0.001,0.998,0.006,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141181868.ukbb.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141182632.ukbb.sumstats.gz,0.213,0.091,2.356,0.018,0.004,0.001,0.996,0.006,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141188442.ukbb.sumstats.gz,-0.01,0.067,-0.146,0.884,0.007,0.001,1.015,0.007,-0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141190158.ukbb.sumstats.gz,0.062,0.134,0.461,0.644,0.002,0.001,1.002,0.006,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141191044.ukbb.sumstats.gz,0.182,0.042,4.344,1.40E-05,0.037,0.004,1.02,0.012,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141192736.ukbb.sumstats.gz,0.58,0.101,5.757,8.54E-09,0.005,0.001,1.005,0.007,0.009,0.006
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141193272.ukbb.sumstats.gz,-0.032,0.104,-0.307,0.759,0.003,0.001,0.988,0.006,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,20003_1141194794.ukbb.sumstats.gz,0.393,0.042,9.301,1.40E-20,0.03,0.003,1.021,0.009,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20003_2038460150.ukbb.sumstats.gz,0.241,0.037,6.509,7.59E-11,0.033,0.002,1.031,0.008,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2000.ukbb.sumstats.gz,-0.047,0.032,-1.456,0.145,0.065,0.003,1.017,0.01,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20015.ukbb.sumstats.gz,-0.113,0.023,-4.886,1.03E-06,0.322,0.018,1.135,0.042,0,0.007
cad.add.160614.website.txt.tab.sumstats.gz,20016.ukbb.sumstats.gz,-0.202,0.026,-7.632,2.31E-14,0.238,0.011,1.042,0.01,0.003,0.006
cad.add.160614.website.txt.tab.sumstats.gz,20018.ukbb.sumstats.gz,0.107,0.047,2.272,0.023,0.058,0.005,1.01,0.008,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20022.ukbb.sumstats.gz,-0.229,0.034,-6.71,1.95E-11,0.109,0.006,1.05,0.014,0.005,0.006
cad.add.160614.website.txt.tab.sumstats.gz,20023.ukbb.sumstats.gz,-0.015,0.029,-0.508,0.611,0.073,0.003,1.032,0.01,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20107_100.ukbb.sumstats.gz,-0.711,0.055,-13.022,9.23E-39,0.015,0.002,1.023,0.007,-0.015,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20107_101.ukbb.sumstats.gz,0.298,0.074,4.024,5.72E-05,0.009,0.002,1.002,0.007,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20107_13.ukbb.sumstats.gz,-0.273,0.082,-3.324,0.001,0.008,0.002,1.012,0.008,-0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20107_1.ukbb.sumstats.gz,0.737,0.045,16.279,1.39E-59,0.03,0.003,1.001,0.009,0.016,0.007
cad.add.160614.website.txt.tab.sumstats.gz,20107_3.ukbb.sumstats.gz,0.007,0.057,0.115,0.908,0.015,0.002,0.993,0.007,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,20107_6.ukbb.sumstats.gz,0.066,0.059,1.11,0.267,0.015,0.002,1.023,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20107_8.ukbb.sumstats.gz,0.327,0.049,6.622,3.54E-11,0.019,0.002,1.014,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20107_9.ukbb.sumstats.gz,0.249,0.05,4.979,6.38E-07,0.019,0.002,1.026,0.008,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2010.ukbb.sumstats.gz,0.035,0.036,0.982,0.326,0.046,0.003,0.998,0.009,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20110_100.ukbb.sumstats.gz,-0.538,0.057,-9.456,3.20E-21,0.017,0.002,1.013,0.007,-0.011,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20110_101.ukbb.sumstats.gz,0.135,0.067,2.019,0.043,0.009,0.002,1.001,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20110_10.ukbb.sumstats.gz,-0.443,0.21,-2.109,0.035,0.004,0.004,1.033,0.034,0.006,0.006
cad.add.160614.website.txt.tab.sumstats.gz,20110_1.ukbb.sumstats.gz,0.788,0.061,12.914,3.76E-38,0.016,0.002,1.011,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20110_5.ukbb.sumstats.gz,-0.164,0.061,-2.697,0.007,0.009,0.002,1.007,0.008,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20110_6.ukbb.sumstats.gz,0.245,0.059,4.127,3.68E-05,0.013,0.002,1.005,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20110_8.ukbb.sumstats.gz,0.306,0.043,7.122,1.06E-12,0.029,0.002,1.018,0.009,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20110_9.ukbb.sumstats.gz,0.298,0.046,6.512,7.43E-11,0.021,0.002,1.016,0.009,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20111_100.ukbb.sumstats.gz,-0.571,0.036,-15.88,8.73E-57,0.036,0.003,1.014,0.008,-0.012,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20111_101.ukbb.sumstats.gz,-0.004,0.071,-0.059,0.953,0.009,0.002,1.002,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20111_12.ukbb.sumstats.gz,-0.005,0.052,-0.093,0.926,0.014,0.002,1.005,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20111_1.ukbb.sumstats.gz,0.881,0.062,14.19,1.05E-45,0.017,0.002,1.013,0.007,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20111_2.ukbb.sumstats.gz,0.331,0.108,3.065,0.002,0.004,0.002,1.008,0.006,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20111_8.ukbb.sumstats.gz,0.408,0.041,9.857,6.37E-23,0.037,0.003,1.007,0.008,0.012,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20111_9.ukbb.sumstats.gz,0.384,0.052,7.33,2.30E-13,0.021,0.002,1.008,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20116_1.ukbb.sumstats.gz,0.133,0.034,3.915,9.04E-05,0.052,0.003,1.02,0.009,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20116_2.ukbb.sumstats.gz,0.205,0.035,5.922,3.18E-09,0.052,0.003,1.015,0.009,0.001,0.006
cad.add.160614.website.txt.tab.sumstats.gz,20117_0.ukbb.sumstats.gz,0.061,0.051,1.203,0.229,0.015,0.002,1.015,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20117_1.ukbb.sumstats.gz,0.276,0.058,4.768,1.86E-06,0.013,0.002,1.007,0.007,-0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20118_11.ukbb.sumstats.gz,-0.283,0.092,-3.071,0.002,0.011,0.003,2.139,0.015,0.002,0.007
cad.add.160614.website.txt.tab.sumstats.gz,20118_7.ukbb.sumstats.gz,-0.256,0.153,-1.674,0.094,0.002,0.001,1.025,0.006,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20127.ukbb.sumstats.gz,0.072,0.028,2.575,0.01,0.119,0.006,1.016,0.013,0.007,0.006
cad.add.160614.website.txt.tab.sumstats.gz,2014-02-13_EAGLE_Eczema_GWAMA_CEU_fixed_without_23andMe.rsid.tab.sumstats.gz,0.1,0.071,1.411,0.158,0.072,0.017,1.024,0.007,0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,20150.ukbb.sumstats.gz,-0.177,0.028,-6.409,1.46E-10,0.163,0.007,1.057,0.013,0,0.006
cad.add.160614.website.txt.tab.sumstats.gz,20151.ukbb.sumstats.gz,-0.216,0.027,-7.971,1.58E-15,0.189,0.008,1.081,0.017,-0.001,0.006
cad.add.160614.website.txt.tab.sumstats.gz,20152.ukbb.sumstats.gz,0.046,0.056,0.833,0.405,0.014,0.002,1.008,0.007,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20153.ukbb.sumstats.gz,-0.148,0.033,-4.538,5.67E-06,0.172,0.012,1.039,0.012,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20154.ukbb.sumstats.gz,-0.152,0.031,-4.889,1.01E-06,0.202,0.01,1.033,0.01,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20160.ukbb.sumstats.gz,0.066,0.028,2.354,0.019,0.075,0.003,1.022,0.01,-0.001,0.006
cad.add.160614.website.txt.tab.sumstats.gz,20161.ukbb.sumstats.gz,0.318,0.046,6.919,4.55E-12,0.109,0.01,1.016,0.009,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,20162.ukbb.sumstats.gz,0.317,0.044,7.256,3.98E-13,0.127,0.011,1.015,0.009,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2020.ukbb.sumstats.gz,0.158,0.035,4.474,7.68E-06,0.038,0.002,1.023,0.008,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2030.ukbb.sumstats.gz,0.011,0.033,0.33,0.741,0.051,0.003,1.007,0.009,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2040.ukbb.sumstats.gz,-0.002,0.03,-0.067,0.947,0.056,0.003,1.005,0.009,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2050.ukbb.sumstats.gz,0.163,0.039,4.229,2.35E-05,0.042,0.003,1.011,0.008,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2060.ukbb.sumstats.gz,0.19,0.037,5.136,2.80E-07,0.039,0.003,1.018,0.009,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2070.ukbb.sumstats.gz,0.171,0.038,4.528,5.95E-06,0.044,0.003,1.014,0.009,-0.003,0.006
cad.add.160614.website.txt.tab.sumstats.gz,2080.ukbb.sumstats.gz,0.237,0.033,7.196,6.22E-13,0.06,0.003,1.025,0.01,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2090.ukbb.sumstats.gz,0.123,0.031,4.033,5.52E-05,0.061,0.003,1.014,0.01,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,21001.ukbb.sumstats.gz,0.312,0.025,12.49,8.49E-36,0.247,0.009,1.073,0.019,-0.005,0.006
cad.add.160614.website.txt.tab.sumstats.gz,21002.ukbb.sumstats.gz,0.178,0.025,7.107,1.18E-12,0.265,0.01,1.085,0.022,-0.007,0.007
cad.add.160614.website.txt.tab.sumstats.gz,2100.ukbb.sumstats.gz,0.072,0.039,1.842,0.065,0.031,0.002,1.005,0.008,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,21021.ukbb.sumstats.gz,0.162,0.067,2.407,0.016,0.038,0.005,1.009,0.007,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2178.ukbb.sumstats.gz,0.399,0.027,14.691,7.38E-49,0.1,0.003,1.061,0.011,0.006,0.006
cad.add.160614.website.txt.tab.sumstats.gz,2188.ukbb.sumstats.gz,0.419,0.03,13.978,2.13E-44,0.05,0.002,1.027,0.009,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2207.ukbb.sumstats.gz,0.023,0.049,0.482,0.63,0.016,0.002,1.002,0.008,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,22126.ukbb.sumstats.gz,-0.112,0.048,-2.321,0.02,0.079,0.009,1.008,0.008,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,22127.ukbb.sumstats.gz,-0.068,0.05,-1.343,0.179,0.07,0.01,0.998,0.008,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2227.ukbb.sumstats.gz,0.084,0.061,1.384,0.166,0.009,0.001,1.025,0.007,2.47E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2247_1.ukbb.sumstats.gz,0.053,0.035,1.508,0.132,0.042,0.002,1.014,0.009,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,22502.ukbb.sumstats.gz,0.041,0.061,0.668,0.504,0.048,0.006,0.998,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,22504.ukbb.sumstats.gz,-0.015,0.072,-0.204,0.839,0.026,0.006,1.008,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,22506_113.ukbb.sumstats.gz,0.17,0.047,3.578,0,0.076,0.008,1.01,0.008,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2257.ukbb.sumstats.gz,0.026,0.028,0.937,0.349,0.052,0.003,1.021,0.008,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2296.ukbb.sumstats.gz,0.167,0.039,4.264,2.01E-05,0.033,0.002,1.004,0.008,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2306.ukbb.sumstats.gz,0.178,0.073,2.453,0.014,0.008,0.001,1.023,0.006,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,23099.ukbb.sumstats.gz,0.301,0.025,11.853,2.07E-32,0.217,0.007,1.083,0.018,-0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23100.ukbb.sumstats.gz,0.264,0.025,10.421,1.98E-25,0.235,0.008,1.073,0.018,-0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23101.ukbb.sumstats.gz,0.031,0.025,1.228,0.219,0.289,0.012,1.128,0.03,-0.004,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23102.ukbb.sumstats.gz,0.033,0.025,1.303,0.193,0.289,0.012,1.128,0.03,-0.004,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23105.ukbb.sumstats.gz,0.071,0.025,2.805,0.005,0.285,0.012,1.115,0.028,-0.005,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23106.ukbb.sumstats.gz,-0.124,0.024,-5.137,2.80E-07,0.258,0.01,1.088,0.022,-0.001,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23107.ukbb.sumstats.gz,-0.07,0.025,-2.793,0.005,0.24,0.009,1.091,0.022,-0.003,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23108.ukbb.sumstats.gz,-0.075,0.025,-3.024,0.002,0.241,0.009,1.08,0.022,0.001,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23109.ukbb.sumstats.gz,-0.153,0.024,-6.399,1.56E-10,0.237,0.008,1.081,0.022,-0.003,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23110.ukbb.sumstats.gz,-0.158,0.025,-6.441,1.19E-10,0.233,0.008,1.097,0.022,-0.004,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23111.ukbb.sumstats.gz,0.344,0.026,13.186,1.06E-39,0.208,0.006,1.083,0.017,-0.007,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23112.ukbb.sumstats.gz,0.291,0.025,11.419,3.36E-30,0.231,0.008,1.071,0.018,-0.006,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23113.ukbb.sumstats.gz,0.05,0.025,1.982,0.048,0.265,0.011,1.112,0.026,-0.002,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23114.ukbb.sumstats.gz,0.049,0.025,1.953,0.051,0.264,0.011,1.111,0.026,-0.002,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23115.ukbb.sumstats.gz,0.342,0.026,13.258,4.06E-40,0.208,0.006,1.085,0.016,-0.006,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23116.ukbb.sumstats.gz,0.289,0.025,11.438,2.70E-30,0.232,0.008,1.071,0.018,-0.005,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23117.ukbb.sumstats.gz,0.068,0.025,2.724,0.006,0.267,0.011,1.104,0.026,-0.004,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23118.ukbb.sumstats.gz,0.068,0.025,2.726,0.006,0.267,0.011,1.104,0.025,-0.004,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23119.ukbb.sumstats.gz,0.298,0.026,11.619,3.31E-31,0.216,0.007,1.078,0.018,-0.006,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23120.ukbb.sumstats.gz,0.27,0.026,10.576,3.85E-26,0.231,0.008,1.07,0.018,-0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23121.ukbb.sumstats.gz,0.069,0.026,2.698,0.007,0.266,0.011,1.103,0.027,-0.003,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23122.ukbb.sumstats.gz,0.068,0.026,2.67,0.008,0.265,0.011,1.104,0.027,-0.004,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23123.ukbb.sumstats.gz,0.3,0.025,11.824,2.92E-32,0.219,0.007,1.073,0.018,-0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23124.ukbb.sumstats.gz,0.269,0.025,10.625,2.28E-26,0.232,0.008,1.067,0.018,-0.007,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23125.ukbb.sumstats.gz,0.081,0.026,3.129,0.002,0.265,0.011,1.109,0.026,-0.004,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23126.ukbb.sumstats.gz,0.082,0.026,3.165,0.002,0.264,0.011,1.111,0.026,-0.003,0.007
cad.add.160614.website.txt.tab.sumstats.gz,23127.ukbb.sumstats.gz,0.269,0.025,10.623,2.32E-26,0.207,0.007,1.084,0.018,-0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23128.ukbb.sumstats.gz,0.237,0.025,9.555,1.24E-21,0.231,0.008,1.078,0.019,-0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,23129.ukbb.sumstats.gz,-0.001,0.026,-0.02,0.984,0.287,0.013,1.136,0.031,-0.004,0.008
cad.add.160614.website.txt.tab.sumstats.gz,23130.ukbb.sumstats.gz,-0.002,0.026,-0.059,0.953,0.285,0.013,1.136,0.031,-0.003,0.008
cad.add.160614.website.txt.tab.sumstats.gz,2316.ukbb.sumstats.gz,0.247,0.032,7.625,2.44E-14,0.06,0.003,1.029,0.01,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2335.ukbb.sumstats.gz,0.349,0.036,9.567,1.11E-21,0.033,0.002,1.018,0.008,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2345.ukbb.sumstats.gz,-0.079,0.054,-1.444,0.149,0.013,0.002,1.02,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2355.ukbb.sumstats.gz,-0.088,0.114,-0.772,0.44,0.012,0.006,1.012,0.006,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2365.ukbb.sumstats.gz,-0.181,0.045,-4.047,5.20E-05,0.034,0.003,1.004,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2375.ukbb.sumstats.gz,-0.054,0.029,-1.859,0.063,0.123,0.008,1.047,0.015,-0.015,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2385.ukbb.sumstats.gz,-0.096,0.039,-2.442,0.015,0.072,0.005,1.012,0.009,-0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2395_2.ukbb.sumstats.gz,-0.061,0.044,-1.386,0.166,0.052,0.007,1.034,0.013,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2395_3.ukbb.sumstats.gz,0.005,0.038,0.121,0.904,0.056,0.014,1.019,0.019,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2395_4.ukbb.sumstats.gz,0.063,0.032,1.978,0.048,0.168,0.02,1.097,0.024,-0.002,0.006
cad.add.160614.website.txt.tab.sumstats.gz,2405.ukbb.sumstats.gz,0.108,0.046,2.34,0.019,0.033,0.004,1.01,0.007,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,2415.ukbb.sumstats.gz,0.217,0.06,3.645,0,0.025,0.004,1.005,0.008,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2443.ukbb.sumstats.gz,0.404,0.036,11.291,1.45E-29,0.044,0.003,1.041,0.011,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2453.ukbb.sumstats.gz,-0.13,0.076,-1.709,0.088,0.007,0.002,1.01,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2463.ukbb.sumstats.gz,0.022,0.047,0.458,0.647,0.019,0.002,1.007,0.008,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2473.ukbb.sumstats.gz,0.174,0.04,4.307,1.65E-05,0.025,0.002,1.011,0.007,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,2492.ukbb.sumstats.gz,0.39,0.033,11.884,1.43E-32,0.043,0.002,1.016,0.009,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2624.ukbb.sumstats.gz,0.028,0.066,0.423,0.673,0.02,0.004,1.009,0.006,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2634.ukbb.sumstats.gz,0.128,0.057,2.224,0.026,0.034,0.004,1.007,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2644.ukbb.sumstats.gz,0.13,0.042,3.123,0.002,0.077,0.008,1.006,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2664_3.ukbb.sumstats.gz,-0.077,0.047,-1.65,0.099,0.046,0.005,0.996,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2714.ukbb.sumstats.gz,-0.097,0.025,-3.965,7.34E-05,0.209,0.01,1.005,0.013,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2724.ukbb.sumstats.gz,0.019,0.061,0.304,0.761,0.02,0.004,1.004,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2734.ukbb.sumstats.gz,0.162,0.038,4.3,1.71E-05,0.062,0.004,1.008,0.008,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2744.ukbb.sumstats.gz,-0.242,0.036,-6.666,2.63E-11,0.108,0.006,1.025,0.01,2.91E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2754.ukbb.sumstats.gz,-0.326,0.031,-10.4,2.47E-25,0.167,0.008,1.045,0.009,0.003,0.006
cad.add.160614.website.txt.tab.sumstats.gz,2764.ukbb.sumstats.gz,-0.294,0.038,-7.654,1.95E-14,0.088,0.006,1.017,0.008,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2774.ukbb.sumstats.gz,0.17,0.057,2.956,0.003,0.02,0.003,0.996,0.008,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2784.ukbb.sumstats.gz,0.038,0.06,0.633,0.526,0.019,0.003,1.011,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2794.ukbb.sumstats.gz,-0.205,0.047,-4.394,1.11E-05,0.048,0.004,1.016,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2814.ukbb.sumstats.gz,0.17,0.042,4.076,4.59E-05,0.04,0.003,1,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2834.ukbb.sumstats.gz,0.139,0.052,2.651,0.008,0.021,0.003,1.012,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2844.ukbb.sumstats.gz,0.149,0.049,3.02,0.003,0.03,0.003,1.011,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2877_3.ukbb.sumstats.gz,0.182,0.113,1.614,0.107,0.012,0.005,1.001,0.006,-0.014,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2887.ukbb.sumstats.gz,0.25,0.05,5.011,5.40E-07,0.101,0.014,1.001,0.009,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,2907.ukbb.sumstats.gz,0.228,0.088,2.602,0.009,0.02,0.005,1,0.007,-0.003,0.004
